id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,
,LD20014883,5346651071,PRINCESS,0.61,I,VS1,-,EX,VG,NON,,4.44,4.37,3.47,79.5,71,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,-38.95%,775,1270.18,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f79477a7-6a7d-4860-b092-3d2527492bae.jpg,https://certifiedstone.info/certificate/LD20014883.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20020549,2347865915,ROUND,0.5,J,VVS1,EX,EX,EX,NON,,5.08,5.05,3.16,62.4,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-36.00%,862,1724,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ba3d721c-f5a3-4845-8ba7-8996db7a1e8a.jpg,https://certifiedstone.info/certificate/LD20020549.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,SARADIAMONDSPRIVATELIMITED183058-B,2298756638,ROUND,0.9,I,SI2,G,EX,VG,NON,,5.96,5.99,3.89,65.2,61,None,GIA,THK to VTK,,,,,Sara Diamonds,-44.00%,2015,2238.6,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2298756638.pdf,,,,IN,N,97fcb0ad-7258-4c97-8e84-5716becf2442,
,LD20014273,1343632129,ROUND,0.3,F,VS1,EX,EX,EX,FNT,,4.35,4.33,2.58,59.3,61,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-40.50%,405,1349.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e29612f8-735c-4b12-a6cf-3d4e46be085c.jpg,https://certifiedstone.info/certificate/LD20014273.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20021194,2346880311,ROUND,0.26,E,VVS1,EX,EX,EX,NON,,4.06,4.08,2.51,61.7,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,19.00%,510,1959.88,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/6b694d31-b6c5-48e9-a265-b196891cf509.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346880311.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20014850,6341638220,ROUND,0.31,F,VVS1,EX,EX,EX,NON,,4.33,4.32,2.66,61.6,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-31.50%,561,1809.29,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/dfd9f912-5998-49fb-8e4c-b9778c7dcc31.jpg,-,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,B9-299,2356327129,ROUND,0.38,J,VVS2,EX,EX,EX,NON,,4.63,4.66,2.88,62,58,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-36.10%,443,1165.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356327129.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,
,LD20025877,6352036689,ROUND,1.05,E,VS1,EX,EX,EX,STG,Blue,6.52,6.57,4.02,61.4,60,None,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,-55.48%,4840,4609.19,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7cde21c8-3819-4990-a6e8-fc1d2f9802fa.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352036689.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD19042836,5323536482,OVAL,0.52,E,SI1,-,EX,VG,NON,,6.38,4.53,2.94,64.9,61,None,GIA,MED to THK,90%,Not brown,Not green,Light Milky,Laxmi,-47.65%,656,1261.69,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDQyODM2,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/05ac1b44-3ccb-446d-a629-d56346875c68.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5323536482.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,B9-238,7353327269,ROUND,0.36,H,VVS1,EX,EX,EX,FNT,,4.53,4.56,2.83,62.2,58,None,GIA,THN to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-37.10%,506,1404.22,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353327269.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,
,5979-59,1355395245,OVAL,0.52,E,SI1,-,EX,EX,FNT,,6.37,4.43,2.88,65.1,59,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Narola Gems,-42.18%,721,1387.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3b026f03-3054-442a-867e-5b45dd4f0668.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355395245.pdf,,,,IN,N,e9f9f355-789c-4cb2-869a-4a02587576a7,
,6012-3,6351373533,ROUND,0.5,D,SI1,EX,EX,VG,FNT,,5.14,5.17,3.06,59.4,61,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Narola Gems,-55.15%,792,1584.78,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8d5b5542-14ad-4647-8a19-20e9048e5c58.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351373533.pdf,,,,IN,N,e9f9f355-789c-4cb2-869a-4a02587576a7,
,6053-5,2357397122,ROUND,0.45,I,VS1,EX,EX,EX,NON,,4.89,4.9,3.05,62.3,58,None,GIA,MED to STK,100%,Very Light Brown,,,Narola Gems,-38.78%,581,1291.02,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bcb5e692-91fe-4d5f-828c-52bd2f44877d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357397122.pdf,,,,IN,N,e9f9f355-789c-4cb2-869a-4a02587576a7,
,LD19120683,5346273922,ROUND,1.02,H,VS1,VG,EX,EX,NON,,6.3,6.25,4.05,64.5,58,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,-42.47%,4451,4363.42,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTIwNjgz,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/ea862f86-b6de-4832-80a6-3766f00d7eb4.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120683.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,ALD06032012,7348861550,ROUND,0.3,D,VVS1,EX,EX,EX,NON,,4.31,4.29,2.61,60.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-26.54%,647,2157,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,G429-138741,2.00E+11,ROUND,1,I,SI2,EX,EX,EX,NON,,6.45,6.51,3.91,60.2,61,0,HRD,MED,70%,,,,Shivam Jewels,-58.00%,2109,2109.45,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQyOS0xMzg3NDE=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/7b969a27-3bdd-4fc8-ab0c-58dd64407cbe.jpg,http://ws2.hrdantwerp.com/HRD.CertificateService.WebAPI/certificate?certificateNumber=200000046578&certificateType=CERT,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,LD20023398,1348991361,ROUND,0.27,E,VS1,EX,EX,EX,NON,,4.16,4.14,2.59,62.3,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,424,1570.63,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,RLD19093525,6335785279,PEAR,1.51,D,IF,-,EX,EX,NON,,10.26,6.41,3.87,60.3,61,NON,GIA,STK to VTK,100%,,,Not milky,Laxmi,-46.00%,12789,8469.34,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDkzNTI1,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/1d288853-2ac6-428a-80a2-5259f3e55b93.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19093525.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20024587,3355016638,ROUND,1.06,I,VS1,EX,EX,EX,MED,Blue,6.57,6.52,3.97,60.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-40.30%,4086,3854.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f8dffc21-797a-4601-af8b-37562de11281.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20024635,7351017420,ROUND,1.2,I,SI1,EX,EX,EX,MED,Blue,6.79,6.73,4.21,62.3,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-37.17%,4482,3735.13,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/17dca582-7b7b-4ef5-bb24-149590a04e14.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,300-2288,1358121223,ROUND,0.3,H,VVS2,G,EX,VG,MED,Blue,4.17,4.19,2.73,65.4,58,None,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Narola Gems,-48.80%,337,1123.9,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358121223.pdf,,,,IN,N,e9f9f355-789c-4cb2-869a-4a02587576a7,
,B7-161,2354095348,ROUND,0.54,H,IF,EX,EX,EX,NON,,5.21,5.24,3.22,61.7,58,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-39.50%,1206,2233.56,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354095348.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,
,RLD18110709,5313305792,ROUND,0.46,D,VS1,VG,VG,VG,MED,Blue,4.81,4.84,3.08,63.8,57,None,GIA,THN to THK,100%,Not brown,Not green,Not milky,Laxmi,-44.47%,771,1675.67,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE4MTEwNzA5,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/1f0c0c5f-ef1d-4df2-95a1-26f23f31b07f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5313305792.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,G431-135708,1343955067,ROUND,0.5,H,SI1,VG,EX,VG,NON,,4.96,5.01,3.17,63.6,58,None,GIA,THN to THK,95%,,,,Shivam Jewels,-42.66%,861,1722.86,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a3d8b48b-140e-411e-8a5d-71da7c12f2b8.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343955067.pdf,,,,HK,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,LD20026463,5353081145,ROUND,0.9,H,SI2,VG,EX,VG,FNT,,6.07,6.04,3.9,64.4,58,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-44.81%,2087,2319.32,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/873f4c8b-65d7-45db-8410-05b625fbbbb6.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20024515,1359022482,ROUND,0.9,H,SI2,EX,EX,EX,FNT,,6.17,6.12,3.84,62.5,57,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,-31.31%,2598,2886.74,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ac8b2710-f17d-4b56-ad73-ab9a9e5b7649.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,B7-299,6351095528,ROUND,0.9,I,IF,EX,EX,EX,NON,,6.33,6.35,3.72,58.6,61,None,GIA,THN to MED,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-26.10%,4159,4620.6,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351095528.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,
,LD19121101,2346284285,ROUND,0.32,D,VVS1,EX,EX,EX,NON,,4.4,4.38,2.73,62.1,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-33.50%,626,1955.75,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/16045512-5264-4d52-9fdd-15025547cfdf.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121101.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD19121443,1347283969,ROUND,0.27,F,VVS2,EX,EX,EX,NON,,4.17,4.16,2.5,60.1,61,NON,GIA,MED to STK,100%,Light Brown,Not green,Not milky,Laxmi,-6.00%,423,1568.04,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/717b9941-dca5-4696-a84e-809c2b8b011e.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121443.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20020137,2346851596,ROUND,0.91,H,VS2,VG,EX,EX,NON,,6.11,6.08,3.86,63.4,61,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-42.68%,2887,3172.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4454530f-0e17-4388-bf75-5dd71c526e47.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20024541,5353015874,ROUND,1.01,I,VVS2,EX,EX,EX,NON,,6.38,6.35,3.99,62.6,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-33.67%,4464,4419.4,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/875907f7-cacf-49c1-9910-0b6b8967e898.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD19121446,2348283877,ROUND,0.21,F,VS2,EX,EX,EX,NON,,3.87,3.85,2.32,60.2,61,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,4.00%,281,1338.9,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD19121446.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,B7-19,6355095414,ROUND,0.66,D,VVS1,EX,EX,EX,STG,Blue,5.58,5.61,3.47,62,57,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-30.10%,2459,3725.67,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355095414.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,
,LD20027984,2357087191,ROUND,0.6,D,SI1,VG,EX,EX,NON,,5.29,5.32,3.39,63.9,59,None,GIA,STK,90%,Not brown,Not green,Not milky,Laxmi,-38.00%,1296,2160.7,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ec6e4607-8fac-471b-9b1d-c36ac4636a11.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357087191.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20027949,7356087247,ROUND,0.27,F,VS1,EX,EX,EX,NON,,4.15,4.12,2.58,62.4,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,2.00%,413,1528.96,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD19046036,5326653147,ROUND,0.7,E,SI1,EX,EX,EX,FNT,,5.68,5.7,3.5,61.5,61,None,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,-44.00%,1688,2410.8,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDQ2MDM2,64,https://nivoda-images.s3.eu-west-2.amazonaws.com/1132995a-b739-446a-9732-9266c1366e29.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5326653147.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,126B-33-A,6342575988,ROUND,0.7,H,SI2,EX,EX,EX,NON,,5.65,5.69,3.56,62.8,55,None,GIA,MED to STK,,,,,Paladiya Brothers & co,-37.29%,1305,1864.06,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342575988.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,LD20022698,7342952920,ROUND,0.83,J,VS1,EX,EX,EX,NON,,6.11,6.09,3.64,59.7,60,NON,GIA,MED to STK,100%,,,Not milky,Laxmi,-16.00%,2144,2583,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/485e5428-dac5-4aea-b342-d1befe2ea2b7.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,126B-8-C,6341759894,ROUND,0.34,D,VVS2,EX,EX,EX,NON,,4.43,4.46,2.81,63.1,56,None,GIA,STK,100%,,,,Paladiya Brothers & co,-26.62%,679,1996.12,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341759894.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,126B-8-A,7346760994,ROUND,0.91,E,VS2,EX,EX,EX,NON,,6.22,6.26,3.85,61.7,59,None,GIA,MED to STK,,,,,Paladiya Brothers & co,-32.61%,4149,4558.93,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346760994.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,117-2-A,5356009193,ROUND,1,K,SI1,EX,EX,EX,FNT,,6.35,6.39,3.96,62.1,59,None,GIA,STK,,,,,Paladiya Brothers & co,-33.78%,2715,2715.02,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356009193.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,131A-10-A,6342211102,CUSHION MODIFIED,2.01,F,SI1,-,EX,VG,FNT,,6.95,6.74,4.91,72.9,57,None,GIA,THK to ETK,,,,,Paladiya Brothers & co,-49.43%,10823,5384.48,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342211102.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,G453-140982,6352340091,ROUND,0.47,K,VVS1,VG,VG,EX,NON,,4.9,4.93,3.1,63,57,None,GIA,MED to STK,100%,Not brown,,,Shivam Jewels,-36.00%,571,1215.83,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352340091.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,G453-141089,6352339796,ROUND,0.4,J,VVS2,EX,EX,EX,NON,,4.79,4.81,2.85,59.4,60,None,GIA,MED to STK,100%,Not brown,,,Shivam Jewels,-36.32%,514,1284.93,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352339796.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,LD20022661,1348947078,ROUND,0.31,E,IF,EX,EX,EX,FNT,,4.34,4.32,2.72,62.7,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-43.00%,525,1692.77,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0f0ef02d-d7aa-48ae-a308-74ce4f969182.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20022744,7343945770,ROUND,0.45,H,VVS1,EX,EX,EX,NON,,4.96,4.93,3.01,60.9,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-23.05%,861,1913.47,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d8cc3c91-944d-47e2-b49c-4e41ba2dbee9.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,261-46,1358262647,PRINCESS,1.51,J,SI1,-,EX,EX,NON,,6.5,6.25,4.46,71.3,72,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Narola Gems,-44.23%,3885,2572.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f0e18b73-c962-456b-bdba-d84e9f608fee.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358262647.pdf,,,,IN,N,e9f9f355-789c-4cb2-869a-4a02587576a7,
,SJ-52334,1343275432,ROUND,1.03,J,SI1,EX,EX,EX,NON,,6.56,6.57,3.92,59.7,60,None,GIA,MED,80%,Not brown,,,Shivam Jewels,-34.29%,3399,3300.28,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ce3fbc41-5320-479c-a7fb-b1e83c06aeab.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343275432.pdf,,,,HK,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,G453-141141,6352339830,ROUND,0.4,J,VVS1,EX,EX,EX,NON,,4.82,4.84,2.85,59,60,None,GIA,THN to MED,100%,Not brown,,,Shivam Jewels,-37.55%,530,1324,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352339830.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,SJ-52352,2346967154,ROUND,1.01,F,SI1,VG,EX,VG,NON,,6.25,6.33,4.01,63.8,57,None,GIA,MED to THK,90%,Not brown,,,Shivam Jewels,-51.56%,3661,3624.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0e658a74-504b-4174-9adb-9073c9d81b70.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346967154.pdf,,,,HK,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,
,41508,1348643770,ROUND,0.27,D,SI2,EX,VG,EX,MED,Blue,4.16,4.12,2.59,62.5,55,NON,GIA,THN to STK,,,,,Honey Exports,0.00%,262,971.11,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/83295b8f-99b3-4df2-afb4-7ec1e6ffcfe6.jpg,https://1210295089.rsc.cdn77.org/Certificates/1348643770.pdf,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0,
,LD20022104,1348914961,ROUND,0.31,E,VVS2,EX,EX,EX,NON,,4.31,4.33,2.7,62.6,56,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-32.00%,536,1728.77,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/9fd6ef2b-ab94-45cc-a7c0-6093e555ed25.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348914961.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,34911,6332558303,ROUND,0.41,H,VS2,EX,EX,EX,STG,Blue,4.73,4.71,2.96,62.6,56,NON,GIA,MED to STK,,,,,Honey Exports,-44.00%,512,1249.17,,,,https://1210295089.rsc.cdn77.org/Certificates/6332558303.pdf,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0,
,LD20034019,5356266889,ROUND,0.3,F,VVS1,EX,EX,EX,FNT,,4.29,4.31,2.67,62,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-43.00%,458,1525,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/92fd732a-64e9-4c7a-b6cd-98e4685fb193.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356266889.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20034166,6355267081,ROUND,0.3,D,VVS1,VG,EX,EX,NON,,4.2,4.22,2.68,63.8,58,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-44.00%,500,1668,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e03c09f9-2f93-44cb-9a2f-590e23d93faf.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355267081.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,EH3-23,7356388947,OVAL,1.03,F,SI1,-,EX,VG,NON,,8.34,5.77,3.31,57.4,59,Very Small,GIA,MED to THK,100%,Not brown,Not green,,African star (hk) ltd,-36.00%,3716,3608,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356388947.pdf,,,,HK,N,f6e0efcb-9b29-42a6-9721-b7322986b542,
,148-33-A,6332925368,ROUND,0.66,D,IF,EX,EX,EX,NON,,5.52,5.56,3.48,62.9,56,None,GIA,MED to STK,100%,,,,Paladiya Brothers & co,-28.17%,3110,4711.88,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6332925368.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,144-8-A,6342912071,ROUND,1.08,I,SI1,EX,EX,EX,NON,,6.51,6.56,4.1,62.7,56,None,GIA,MED to STK,,,,,Paladiya Brothers & co,-35.76%,4125,3819.06,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342912071.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,LD20020625,6341868913,ROUND,1,I,SI2,G,EX,EX,NON,,6.06,6.1,4,65.8,57,None,GIA,STK to VTK,90%,Not brown,Not green,Not milky,Laxmi,-49.24%,2550,2549.51,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ea675a36-ed16-4bbf-9b16-f174ed410a58.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341868913.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,LD20034061,7353266856,ROUND,0.3,E,VVS2,VG,EX,VG,NON,,4.18,4.23,2.68,63.8,58,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-42.00%,448,1492,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e4e573f7-e1e1-48cc-85b1-190d853b4984.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353266856.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b,
,591J-353,1338114665,ROUND,0.5,J,SI2,G,VG,VG,MED,Blue,4.86,4.91,3.18,65,60,None,GIA,STK to VTK,,Brown,,Not milky,HVK,-53.00%,500,1000,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1338114665.pdf,,,,IN,N,f95fe61a-0dd0-4cdc-ab3c-5e8c5869a2df,
,136F-23-A,5336540668,ROUND,0.7,E,VVS1,EX,EX,VG,NON,,5.61,5.68,3.54,62.8,54,None,GIA,MED to STK,100%,,,,Paladiya Brothers & co,-40.75%,2551,3643.87,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5336540668.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
,131A-7-A,1345291623,ROUND,1.5,F,SI1,EX,EX,EX,STG,Blue,7.23,7.28,4.6,63.4,58,None,GIA,MED to STK,,,,,Paladiya Brothers & co,-47.70%,7446,4963.9,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1345291623.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a,
